epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
89,18550.1,0.81511,0.7015,1.01567,0.86575,0.88515,0.90753,0.70949,0.83115,0.55178,0.98221,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
90,18778,0.82084,0.70343,1.02048,0.88436,0.88286,0.91581,0.75756,0.67013,0.51135,0.93433,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063
91,19004.5,0.80763,0.71942,1.00737,0.83727,0.9144,0.91105,0.74787,0.66638,0.52534,0.9464,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
92,19239.3,0.81545,0.71996,1.01879,0.82179,0.9076,0.90449,0.72445,0.77829,0.56308,0.99609,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997
93,19471.4,0.8256,0.71483,1.02186,0.8619,0.89567,0.90959,0.73599,0.72555,0.52716,0.97697,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
94,19691.8,0.80549,0.71232,1.01058,0.83142,0.92127,0.91184,0.75701,0.6598,0.52312,0.95831,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
95,19917.9,0.80303,0.7158,1.01097,0.82183,0.92139,0.90705,0.72585,0.75843,0.54762,0.95341,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
96,20151.1,0.82195,0.71109,1.02546,0.86108,0.90895,0.91743,0.74479,0.73253,0.52385,0.95764,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
97,20386.5,0.80604,0.69565,1.01452,0.83863,0.91872,0.90708,0.73221,0.72322,0.51757,0.9504,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
98,20618.6,0.79604,0.69107,1.00654,0.87214,0.8898,0.91336,0.72677,0.78213,0.54359,0.96027,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799
99,20846.8,0.80407,0.7028,1.00869,0.84025,0.9097,0.9099,0.74651,0.70961,0.5303,0.96215,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
100,21081.6,0.80454,0.69713,1.00542,0.8608,0.90204,0.91286,0.74611,0.6888,0.51679,0.94366,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
101,21309.2,0.79883,0.69305,1.0104,0.86475,0.89905,0.91569,0.74548,0.70655,0.52997,0.94889,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
102,21535,0.80225,0.70379,1.01089,0.83701,0.9244,0.90855,0.74686,0.71774,0.54838,0.97662,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667
103,21760.4,0.80697,0.69552,1.0162,0.8535,0.90664,0.90805,0.73132,0.7424,0.53549,0.96457,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
104,21990,0.79456,0.67354,1.00329,0.83313,0.92693,0.91006,0.73829,0.73357,0.53851,0.93571,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601
105,22219.1,0.8055,0.6805,1.01,0.8843,0.90882,0.90918,0.75109,0.67447,0.50934,0.93866,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
106,22447.1,0.78496,0.67576,1.00518,0.85614,0.899,0.903,0.74214,0.68408,0.51728,0.95939,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
107,22690.4,0.78934,0.68406,1.00408,0.85553,0.88329,0.89849,0.73754,0.66892,0.51292,0.95195,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
108,22921.4,0.79665,0.68496,1.00456,0.85656,0.91353,0.91615,0.73776,0.74036,0.51578,0.97458,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469
109,23179,0.79218,0.68539,1.00324,0.86065,0.92153,0.92842,0.77446,0.64139,0.49029,0.95082,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
110,23429.8,0.80452,0.67959,1.01131,0.83279,0.91096,0.91232,0.74431,0.65469,0.51883,0.94562,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403
111,23697.2,0.78921,0.67892,1.00156,0.85964,0.88864,0.91864,0.74542,0.71829,0.50421,0.96627,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
112,23955.8,0.78942,0.68285,1.00582,0.86144,0.87737,0.90468,0.74958,0.67034,0.51774,0.9585,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
113,24205.6,0.79306,0.68588,1.00928,0.85097,0.90483,0.91107,0.75419,0.67229,0.49363,0.94905,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
114,24465.3,0.77999,0.67027,1.00044,0.85026,0.91883,0.92567,0.76098,0.70653,0.50606,0.95705,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271
115,24702.7,0.78998,0.67673,1.00495,0.87247,0.87956,0.91261,0.73567,0.70832,0.51643,0.95948,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
116,24980,0.79394,0.66953,1.00904,0.86821,0.89596,0.91739,0.7408,0.70907,0.49636,0.9646,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205
117,25227.8,0.78851,0.66481,1.00492,0.86215,0.89788,0.91622,0.75545,0.68573,0.5007,0.95416,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
118,25485.9,0.78494,0.66278,1.00308,0.87224,0.90043,0.91934,0.75436,0.65982,0.4979,0.94356,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
119,25726.6,0.77348,0.68453,1.00156,0.88208,0.90406,0.92024,0.76495,0.66941,0.4864,0.93349,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
120,25976.9,0.78618,0.67622,1.00608,0.87285,0.90785,0.92241,0.76186,0.65418,0.50028,0.94193,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073
121,26215,0.77506,0.66288,1.0008,0.85454,0.9034,0.91764,0.76376,0.63817,0.4921,0.94223,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
122,26458,0.77508,0.67165,0.99871,0.88112,0.89972,0.91559,0.75687,0.6657,0.49989,0.9525,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007
123,26710.9,0.78197,0.65757,1.00467,0.86746,0.90188,0.90837,0.74658,0.69937,0.50219,0.95679,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
124,26959.1,0.78389,0.6718,0.9961,0.88251,0.89539,0.91019,0.7512,0.66259,0.49169,0.93977,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
125,27199,0.77124,0.65954,0.99433,0.87656,0.89966,0.91038,0.74729,0.65471,0.49367,0.94508,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
126,27456.4,0.77918,0.66591,1.00463,0.85129,0.92191,0.91491,0.76568,0.63272,0.49726,0.93548,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
127,27691.3,0.77276,0.64606,1.0005,0.83508,0.92259,0.90741,0.76392,0.62552,0.48293,0.94048,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
128,27936.3,0.77205,0.66221,0.9957,0.83517,0.90992,0.90421,0.74358,0.68348,0.49921,0.95417,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809
129,28187.5,0.76858,0.6443,0.9882,0.84963,0.90645,0.90544,0.7461,0.66019,0.50067,0.9433,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
