epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
47,8188.93,0.8664,0.75865,1.03327,0.78537,0.88833,0.83476,0.62437,0.91316,0.66325,1.03703,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482
48,8427.73,0.85897,0.76043,1.02904,0.81333,0.90421,0.85639,0.67396,0.74965,0.58566,0.96942,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449
49,8662.74,0.85587,0.7426,1.02762,0.81489,0.89233,0.84463,0.60027,1.00327,0.62056,1.0573,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
50,8884.62,0.85793,0.7387,1.03126,0.83625,0.89725,0.86725,0.64944,0.8502,0.58761,0.99556,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383
51,9132.39,0.85295,0.73375,1.03051,0.85193,0.89078,0.87179,0.67495,0.77294,0.61065,0.9574,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
52,9426.13,0.85426,0.73355,1.03036,0.80839,0.82629,0.78708,0.579,0.8601,0.69766,0.98272,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
53,9654.27,0.84582,0.72873,1.02185,0.81305,0.92015,0.85821,0.67531,0.78353,0.59953,0.95655,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284
54,9882.01,0.85555,0.74637,1.0285,0.8382,0.88023,0.85054,0.6515,0.85147,0.61233,0.9878,0.024753,0.008251,0.024753,0.008251,0.024753,0.008251,0.024753,0.008251
55,10110.7,0.8394,0.71994,1.01935,0.81368,0.92321,0.86161,0.65639,0.85928,0.59286,0.99976,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
56,10359.9,0.84663,0.72989,1.02655,0.81369,0.88053,0.83163,0.64383,0.77047,0.57849,0.9588,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185
57,10587.5,0.83144,0.71239,1.0183,0.84544,0.90236,0.86883,0.66442,0.82737,0.57389,0.96837,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152
58,10798.5,0.83224,0.70741,1.0144,0.83364,0.87177,0.84511,0.6649,0.82468,0.58981,0.9735,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
59,11006.3,0.82312,0.71508,1.01327,0.84749,0.92232,0.88745,0.67315,0.85286,0.56786,0.9836,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086
60,11214.4,0.83039,0.71397,1.01449,0.83331,0.89559,0.86357,0.6591,0.80603,0.61072,0.96952,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053
61,11423.2,0.83539,0.72131,1.02161,0.84315,0.90072,0.87516,0.69249,0.75073,0.56558,0.92765,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
62,11631.7,0.83741,0.71661,1.01853,0.8637,0.89488,0.86972,0.68248,0.76389,0.57026,0.95204,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987
63,11833.9,0.82557,0.70583,1.01529,0.8425,0.91443,0.88,0.6845,0.7144,0.54688,0.94229,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954
64,12039.5,0.82462,0.70138,1.01338,0.86222,0.90266,0.88407,0.68223,0.82223,0.56516,0.96918,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
65,12251.8,0.83034,0.71171,1.01627,0.82578,0.92901,0.87367,0.67954,0.76467,0.56881,0.95681,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888
66,12461.6,0.80216,0.69166,1.00654,0.83803,0.89674,0.85132,0.66619,0.73947,0.64077,0.95349,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855
67,12673.1,0.82801,0.70106,1.01487,0.85978,0.89631,0.87385,0.67212,0.84328,0.5793,0.95097,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
68,12879.1,0.81938,0.69836,1.00653,0.84342,0.90869,0.87969,0.68302,0.78193,0.57947,0.95027,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789
69,13096,0.81296,0.69459,1.00654,0.83717,0.94271,0.89341,0.70237,0.76333,0.58171,0.93345,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756
70,13311.3,0.80494,0.67809,1.00835,0.85559,0.89673,0.8807,0.70747,0.69553,0.56123,0.93625,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
71,13525.2,0.80433,0.69258,1.00711,0.82986,0.91199,0.8724,0.68807,0.70716,0.558,0.94202,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
72,13736.4,0.80024,0.68851,1.00376,0.86405,0.90139,0.89095,0.69701,0.76331,0.56072,0.93781,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657
73,13946.7,0.80975,0.67725,1.01269,0.83811,0.90665,0.86379,0.70124,0.6779,0.54129,0.92597,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
74,14152.2,0.78959,0.67555,0.99531,0.847,0.91003,0.88447,0.69679,0.77762,0.56057,0.94377,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591
75,14372.7,0.79674,0.68034,1.00581,0.85973,0.88749,0.87407,0.67945,0.75305,0.5471,0.96091,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
76,14593.8,0.80267,0.67423,1.01279,0.81201,0.91267,0.86056,0.68261,0.74291,0.57442,0.95313,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
77,14813.4,0.7972,0.68893,1.00476,0.82421,0.91633,0.86683,0.69966,0.64205,0.5449,0.92581,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
78,15035.9,0.79758,0.67634,1.00263,0.84061,0.90784,0.87226,0.67332,0.81876,0.54376,0.97521,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459
79,15249.1,0.79087,0.6636,0.99924,0.85255,0.88959,0.87118,0.7064,0.69031,0.54022,0.92023,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
80,15464.1,0.78193,0.6652,0.99571,0.83567,0.93637,0.88347,0.69771,0.74712,0.54171,0.94907,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393
81,15691.7,0.78894,0.66787,1.00016,0.84762,0.89537,0.85952,0.69179,0.69337,0.56193,0.92617,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
82,15919,0.78981,0.67008,1.00053,0.80983,0.93465,0.87298,0.68756,0.74609,0.56673,0.96223,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
83,16139.1,0.7828,0.6586,0.99667,0.86792,0.88139,0.88006,0.70232,0.71824,0.52504,0.93869,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
84,16375.5,0.78161,0.6585,0.99517,0.88293,0.88674,0.8797,0.69952,0.68826,0.52473,0.92564,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261
85,16619.4,0.76831,0.65828,0.99579,0.83701,0.88095,0.8493,0.66393,0.72974,0.56797,0.94905,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
86,16848.1,0.77812,0.65981,0.99378,0.86687,0.90225,0.88717,0.69428,0.74009,0.54415,0.91915,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195
87,17090.2,0.77907,0.66416,0.99235,0.85394,0.89302,0.88529,0.70187,0.71418,0.54011,0.94412,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
88,17320.1,0.78221,0.66365,0.99454,0.84825,0.90848,0.88193,0.69767,0.73441,0.51162,0.95836,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
89,17536.1,0.77264,0.65804,0.99864,0.84916,0.92242,0.88105,0.69087,0.71277,0.53347,0.93621,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
90,17761.4,0.7864,0.65041,0.99777,0.85538,0.91184,0.87676,0.69968,0.65988,0.51343,0.92406,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063
