epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
122,20100.5,0.72701,0.62846,0.99085,0.82789,0.92566,0.91182,0.76092,0.57954,0.4715,0.88729,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007
123,20279.8,0.71794,0.62503,0.98924,0.86532,0.86558,0.90818,0.75959,0.57924,0.46658,0.88429,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
124,20467.6,0.71944,0.63224,0.9806,0.81752,0.93209,0.91191,0.77497,0.54065,0.45604,0.87705,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
125,20671.8,0.71733,0.62016,0.98305,0.84296,0.89859,0.90008,0.75731,0.5609,0.47153,0.88169,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
126,20864.4,0.72392,0.64327,0.99223,0.86589,0.89754,0.91591,0.75939,0.57719,0.47323,0.88813,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
127,21049.5,0.721,0.63085,0.9908,0.83494,0.8919,0.89764,0.74203,0.62038,0.50336,0.89999,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
128,21239.6,0.72597,0.63115,0.98976,0.85363,0.91065,0.91273,0.77213,0.55386,0.47964,0.88028,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809
129,21439.8,0.71708,0.63132,0.99077,0.85481,0.88692,0.90298,0.76152,0.56518,0.48737,0.88674,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
130,21633.9,0.71243,0.60152,0.98317,0.83811,0.87673,0.89504,0.7498,0.57476,0.50454,0.8887,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
131,21833.2,0.71944,0.61144,0.98672,0.85793,0.86966,0.89341,0.74955,0.56617,0.49098,0.89078,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
132,22033.1,0.72091,0.64101,0.98522,0.84536,0.88478,0.9008,0.75784,0.57003,0.46958,0.89044,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677
133,22231.9,0.72494,0.62398,0.99558,0.84409,0.89664,0.90885,0.76102,0.55989,0.46546,0.88875,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
