epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
43,9397.12,0.87515,0.76249,1.04246,0.81191,0.9376,0.90685,0.7074,0.83852,0.63724,0.97568,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
44,9629.96,0.87889,0.76099,1.04751,0.85079,0.88677,0.90747,0.70187,0.86018,0.64262,0.99442,0.025743,0.008581,0.025743,0.008581,0.025743,0.008581,0.025743,0.008581
45,9876.61,0.874,0.76631,1.04807,0.84938,0.89465,0.91457,0.70096,0.86364,0.64725,0.98093,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548
46,10113.3,0.8766,0.75436,1.04581,0.81256,0.91305,0.90413,0.66172,0.98629,0.66446,1.0239,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
47,10351.9,0.86443,0.74756,1.03335,0.82709,0.90519,0.89662,0.67255,0.92458,0.6572,0.99516,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482
48,10582.8,0.85559,0.7474,1.03486,0.84921,0.89077,0.90938,0.70335,0.85711,0.62786,0.97511,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449
49,10822.5,0.84886,0.74666,1.0273,0.83173,0.8953,0.89018,0.68321,0.85037,0.65383,0.98365,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
50,11074.8,0.84764,0.74914,1.03016,0.82769,0.91223,0.89508,0.6642,0.92696,0.63695,0.99309,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383
51,11325.3,0.84349,0.74179,1.02547,0.81598,0.88462,0.88916,0.69708,0.81801,0.63687,0.96118,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
52,11568.4,0.85022,0.74933,1.02703,0.83163,0.88259,0.89264,0.68549,0.83408,0.6486,0.96342,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
53,11810.5,0.84612,0.73203,1.0315,0.82695,0.90438,0.91031,0.68786,0.8831,0.64485,0.97932,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284
54,12059.1,0.85425,0.7338,1.04162,0.83416,0.88897,0.89895,0.68657,0.86892,0.65333,0.97114,0.024753,0.008251,0.024753,0.008251,0.024753,0.008251,0.024753,0.008251
55,12295.6,0.83111,0.72402,1.01114,0.80622,0.91862,0.89629,0.68387,0.88496,0.65979,0.97814,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
56,12547.5,0.83462,0.72766,1.02261,0.81359,0.92646,0.91209,0.70049,0.84544,0.62682,0.95629,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185
57,12796.9,0.83642,0.7218,1.02359,0.85223,0.90583,0.9215,0.72214,0.80965,0.60669,0.94669,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152
58,13050.3,0.83878,0.70426,1.02315,0.8727,0.89491,0.92308,0.7304,0.77638,0.58316,0.94358,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
59,13303.4,0.83433,0.71465,1.02086,0.84107,0.91094,0.9178,0.69714,0.86776,0.62414,0.97852,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086
60,13546.8,0.82765,0.7014,1.02041,0.88081,0.89334,0.92636,0.70315,0.89815,0.62291,0.98651,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053
61,13792.4,0.82464,0.711,1.01172,0.84565,0.91084,0.92008,0.71487,0.795,0.58761,0.95266,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
62,14051,0.82568,0.70329,1.01422,0.85638,0.89003,0.90384,0.69173,0.85831,0.61432,0.97434,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987
63,14314.5,0.82507,0.69873,1.01532,0.84862,0.89208,0.89047,0.69999,0.82101,0.62459,0.96784,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954
64,14566,0.82134,0.70449,1.02042,0.83086,0.92161,0.9139,0.72423,0.76667,0.60996,0.94751,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
65,14833,0.81903,0.7063,1.01494,0.86433,0.90316,0.91902,0.74365,0.71894,0.57456,0.93869,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888
66,15094.7,0.81438,0.70772,1.0194,0.83984,0.85117,0.89339,0.72226,0.75342,0.62882,0.93649,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855
67,15352.9,0.80549,0.69031,1.00499,0.83547,0.93146,0.91146,0.72226,0.762,0.59771,0.94802,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
68,15625.7,0.81383,0.68846,1.01542,0.83219,0.90715,0.90208,0.71452,0.7867,0.60326,0.95247,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789
69,15893.7,0.8052,0.69141,1.0112,0.84204,0.91427,0.92119,0.74544,0.734,0.57207,0.93178,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756
70,16161.4,0.80079,0.69536,1.00565,0.84858,0.89908,0.90255,0.68894,0.87892,0.61091,0.96722,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
71,16414.6,0.80678,0.69296,1.00776,0.84286,0.91021,0.90096,0.71135,0.77301,0.59668,0.94632,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
72,16680.5,0.79967,0.69179,1.00911,0.86129,0.92219,0.91866,0.71664,0.81965,0.59585,0.96256,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657
73,16942.6,0.80279,0.67956,1.0094,0.83694,0.91925,0.91957,0.73026,0.76935,0.58005,0.94368,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
74,17196.7,0.79691,0.67748,1.00447,0.85382,0.90784,0.91114,0.71443,0.77974,0.60509,0.94487,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591
75,17454.9,0.80815,0.68858,1.00699,0.86669,0.89851,0.91729,0.70133,0.84436,0.58474,0.95938,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
76,17711.5,0.80745,0.68255,1.01071,0.84514,0.89996,0.91469,0.73068,0.75613,0.58559,0.93456,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
77,17982.4,0.79421,0.67716,1.00667,0.8708,0.89509,0.92125,0.74453,0.73219,0.55779,0.94108,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
78,18262.1,0.78289,0.68186,1.00192,0.85868,0.89384,0.9176,0.71985,0.79634,0.57248,0.9431,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459
79,18537.2,0.78788,0.66834,1.00333,0.87861,0.90669,0.92505,0.74827,0.72309,0.54681,0.93209,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
80,18820,0.79312,0.67616,1.0073,0.85264,0.89365,0.9179,0.73115,0.76214,0.57757,0.93801,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393
81,19103.8,0.77352,0.66414,0.99235,0.8545,0.90128,0.91444,0.72748,0.76675,0.58101,0.94003,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
82,19388.9,0.77793,0.6678,1.00143,0.87331,0.90571,0.91629,0.7493,0.69256,0.5637,0.92571,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
83,19679.3,0.78834,0.67219,1.00547,0.86065,0.90836,0.91661,0.72915,0.74135,0.58656,0.93872,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
84,19962.5,0.77954,0.67127,0.99817,0.86218,0.90823,0.9205,0.74292,0.70115,0.55951,0.92836,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261
85,20238.8,0.77259,0.65643,0.99358,0.88238,0.86082,0.92586,0.7446,0.73575,0.56512,0.92515,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
86,20535.1,0.78318,0.66361,1.00261,0.86138,0.91229,0.92291,0.7025,0.88168,0.57508,0.98764,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195
87,20836.7,0.78157,0.6587,0.99959,0.87952,0.88646,0.92019,0.73066,0.78461,0.56191,0.94322,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
88,21128,0.76278,0.65669,0.98418,0.86794,0.90772,0.92762,0.73568,0.77478,0.56149,0.93759,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
89,21427.2,0.78255,0.65666,1.00143,0.86864,0.90958,0.92307,0.72608,0.79557,0.54741,0.95127,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
90,21707.7,0.78913,0.66045,1.00467,0.87722,0.89948,0.91514,0.7313,0.72612,0.57008,0.93446,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063
91,21993.9,0.76092,0.64717,0.98979,0.85941,0.90903,0.91876,0.74905,0.6983,0.54882,0.92452,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
92,22311.3,0.7738,0.64822,0.98821,0.88342,0.92146,0.93494,0.7478,0.7306,0.54358,0.93615,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997
93,22594,0.75555,0.63614,0.98457,0.84426,0.93291,0.91798,0.7329,0.73889,0.55574,0.9298,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
94,22908.1,0.76694,0.64728,0.99308,0.87352,0.91312,0.93,0.74852,0.73269,0.54156,0.92356,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
95,23253.2,0.76449,0.64003,0.99553,0.86082,0.91565,0.92504,0.75332,0.68507,0.54107,0.91374,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
96,23568.7,0.77258,0.65646,0.99427,0.86625,0.91227,0.92398,0.76203,0.6752,0.53801,0.91552,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
97,23899.3,0.7575,0.63618,0.98709,0.84253,0.92071,0.92076,0.75952,0.68101,0.52828,0.91664,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
98,24257.3,0.7551,0.6392,0.98614,0.85584,0.91393,0.91275,0.71911,0.75724,0.5551,0.93703,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799
99,24578.9,0.77549,0.64591,1.0025,0.87529,0.92023,0.93624,0.74836,0.72068,0.52639,0.92145,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
100,24910.4,0.75574,0.635,0.98815,0.87025,0.89895,0.91956,0.73645,0.74364,0.54675,0.926,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
101,25221.8,0.75737,0.62252,0.98333,0.85501,0.91222,0.92719,0.73468,0.76633,0.55335,0.93141,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
102,25570.2,0.75438,0.62966,0.9896,0.85871,0.91742,0.92651,0.75461,0.70143,0.5404,0.91181,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667
103,25908.6,0.7487,0.62783,0.98414,0.84988,0.91528,0.92527,0.75974,0.67319,0.54066,0.90543,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
104,26235.2,0.75209,0.62185,0.98329,0.87978,0.88417,0.92065,0.75088,0.68817,0.55776,0.90599,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601
105,26537.1,0.74873,0.62575,0.98112,0.87323,0.89286,0.92471,0.74047,0.73252,0.5524,0.92179,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
106,26836.8,0.74838,0.62874,0.98191,0.84387,0.92225,0.92804,0.74582,0.72345,0.54465,0.91434,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
107,27196.8,0.75112,0.6325,0.9817,0.85688,0.91732,0.92623,0.75574,0.69424,0.54951,0.90965,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
108,27517.2,0.74416,0.61472,0.98355,0.85706,0.9089,0.92653,0.75955,0.65166,0.54762,0.90388,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469
109,27848,0.75672,0.61643,0.98444,0.88273,0.89753,0.93192,0.75999,0.69177,0.53176,0.91577,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
110,28199.9,0.74929,0.62223,0.98024,0.83126,0.92412,0.92079,0.75031,0.71059,0.55712,0.92092,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403
111,28521.9,0.743,0.6174,0.98144,0.85357,0.91719,0.91999,0.7393,0.72235,0.54743,0.91958,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
112,28824.2,0.74736,0.61837,0.98258,0.87799,0.90248,0.93014,0.76448,0.67565,0.51674,0.91063,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
113,29131.4,0.74034,0.62759,0.98423,0.83943,0.94076,0.93021,0.75501,0.71329,0.52395,0.91868,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
114,29435.8,0.7534,0.61869,0.9878,0.8476,0.92777,0.92082,0.75151,0.69881,0.52376,0.91466,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271
115,29776.3,0.72988,0.61365,0.97501,0.85074,0.91413,0.93194,0.74967,0.7183,0.53151,0.91474,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
116,30109.5,0.73542,0.61109,0.97727,0.85041,0.919,0.92285,0.75131,0.66954,0.52565,0.90823,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205
117,30460.7,0.72731,0.61329,0.97471,0.86605,0.92114,0.93191,0.75958,0.68397,0.51759,0.91067,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
118,30822.8,0.73216,0.60879,0.97885,0.873,0.91268,0.93284,0.76693,0.67889,0.50886,0.90991,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
119,31173.1,0.72526,0.59066,0.96904,0.87325,0.89198,0.92673,0.75739,0.68258,0.53169,0.90924,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
120,31530.6,0.72786,0.59863,0.97897,0.88056,0.90925,0.93276,0.74445,0.74369,0.5328,0.92703,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073
121,31928.8,0.72176,0.58901,0.97214,0.84851,0.93661,0.92427,0.74389,0.72156,0.52055,0.91913,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
122,32307.5,0.73571,0.60287,0.97643,0.87162,0.90995,0.92259,0.75386,0.68581,0.52872,0.91566,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007
123,32686.2,0.73105,0.6094,0.97642,0.87696,0.90041,0.92096,0.7485,0.68459,0.52551,0.91188,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
124,33173.5,0.72465,0.60023,0.97357,0.88546,0.90283,0.93369,0.76103,0.68067,0.50479,0.9109,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
125,33730.4,0.72806,0.59279,0.97596,0.85903,0.91951,0.92367,0.76086,0.66038,0.516,0.90956,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
126,34218.5,0.73437,0.60431,0.98056,0.85972,0.93625,0.93335,0.76336,0.67295,0.51626,0.90557,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
127,34648,0.71906,0.59278,0.973,0.85184,0.9365,0.93644,0.76383,0.69748,0.51028,0.91509,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
128,35212.8,0.72471,0.5917,0.9762,0.85257,0.91819,0.92555,0.75368,0.69468,0.50758,0.91534,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809
129,35782.4,0.72371,0.59639,0.98038,0.8619,0.93186,0.93377,0.76742,0.68144,0.50798,0.91117,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
130,36329.7,0.72725,0.59484,0.97655,0.85874,0.93182,0.92433,0.75667,0.65372,0.5073,0.90664,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
131,36843.2,0.72291,0.59001,0.97154,0.87637,0.908,0.93011,0.75926,0.66607,0.50619,0.90781,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
132,37413.3,0.70962,0.58731,0.96706,0.85307,0.91173,0.91846,0.74868,0.68871,0.52457,0.91806,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677
133,38076.1,0.72287,0.59809,0.97285,0.86,0.9184,0.92579,0.75929,0.67202,0.51292,0.91267,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
134,38560.8,0.72603,0.58633,0.97805,0.90369,0.88808,0.93691,0.76627,0.66726,0.50286,0.91303,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
135,38936.4,0.71701,0.58042,0.97083,0.86454,0.92673,0.9367,0.76943,0.65927,0.50448,0.90788,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,39408.1,0.71669,0.57908,0.96746,0.86585,0.92129,0.92853,0.76843,0.62766,0.52123,0.89848,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,39818.3,0.72051,0.59364,0.96964,0.87636,0.90777,0.94407,0.76987,0.67365,0.51274,0.90355,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,40232.4,0.71499,0.58137,0.96718,0.87914,0.90824,0.93216,0.7722,0.67459,0.51355,0.9049,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,40646.4,0.71486,0.57296,0.96293,0.8874,0.89497,0.92752,0.76351,0.66022,0.50312,0.90909,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,41076.8,0.71387,0.58906,0.97241,0.86745,0.91125,0.93342,0.76358,0.67093,0.51436,0.90676,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,41554.7,0.70847,0.57897,0.96845,0.87004,0.91786,0.93492,0.77108,0.65296,0.51549,0.90478,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
