epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
114,18771.5,0.74176,0.65864,1.00023,0.85589,0.91184,0.91968,0.76823,0.59328,0.454,0.88186,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271
115,18966.9,0.74756,0.65654,0.99896,0.84321,0.90759,0.91517,0.76328,0.59693,0.45514,0.88129,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
116,19151.7,0.74786,0.65854,1.00097,0.83647,0.90118,0.91286,0.76064,0.59679,0.46479,0.88534,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205
117,19353.6,0.73336,0.63742,0.9888,0.84398,0.91222,0.91826,0.75703,0.63085,0.48028,0.89772,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
118,19538.1,0.74089,0.6345,1.00211,0.83323,0.91371,0.9057,0.76397,0.55809,0.46968,0.87689,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
119,19725.6,0.73784,0.6512,0.9934,0.83438,0.92329,0.92454,0.76693,0.58137,0.45998,0.88668,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
120,19925.6,0.72926,0.63847,0.99021,0.85948,0.8759,0.90446,0.74899,0.5771,0.48515,0.88318,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073
121,20119.7,0.74686,0.64392,0.99259,0.82309,0.93166,0.91849,0.77026,0.5547,0.45421,0.87722,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
122,20310.1,0.72874,0.62808,0.98802,0.84426,0.91499,0.91925,0.76051,0.61156,0.45264,0.88896,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007
123,20498,0.72531,0.62896,0.98848,0.84258,0.90805,0.90904,0.75951,0.5777,0.4645,0.87854,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
124,20687.2,0.72827,0.64237,0.98382,0.83067,0.93425,0.91638,0.77625,0.54565,0.45056,0.8738,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
125,20889.1,0.72094,0.63253,0.98449,0.83413,0.90586,0.90749,0.75571,0.58068,0.46414,0.87928,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
126,21081.3,0.72334,0.64152,0.98865,0.83135,0.92103,0.92324,0.76718,0.57782,0.45871,0.87915,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
127,21274,0.72054,0.63783,0.98307,0.85794,0.89545,0.91721,0.76621,0.57945,0.45405,0.87841,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
128,21458.7,0.73058,0.62828,0.9884,0.86032,0.88213,0.92191,0.78669,0.50655,0.44354,0.86341,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809
129,21651.8,0.71514,0.63083,0.98764,0.85531,0.88961,0.90619,0.74782,0.57287,0.46468,0.88161,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
130,21842,0.71893,0.61285,0.98191,0.86341,0.86773,0.89787,0.75416,0.55714,0.46643,0.88069,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
131,22035.9,0.72582,0.61394,0.98538,0.83984,0.89417,0.90816,0.74638,0.62432,0.46555,0.89447,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
132,22237.7,0.72172,0.63923,0.98645,0.85933,0.86616,0.90878,0.76413,0.57685,0.45693,0.88696,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677
